Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'38648571428964,value,pt-PT,,,"[""Brown"",""White"",""Beige"",""Blue""]","[""Marrom"",""Branco"",""Brinde"",""Azul""]"
METAFIELD,'38648571461732,value,pt-PT,,,"gid://shopify/MediaImage/26914295873636",""
METAFIELD,'38648648007780,value,pt-PT,,,"pacco","bolsa"
METAFIELD,'38648648040548,value,pt-PT,,,"[""Brown"",""White"",""Beige"",""Blue""]","[""Marrom"",""Branco"",""Brinde"",""Azul""]"
METAFIELD,'38648648073316,value,pt-PT,,,"gid://shopify/MediaImage/26914303148132",""
METAFIELD,'38648721211492,value,pt-PT,,,"pacco","bolsa"
METAFIELD,'38648721244260,value,pt-PT,,,"[""Green"",""Brown"",""Beige"",""White"",""Blue""]","[""Verde"",""Marrom"",""Branco"",""Azul""]"
METAFIELD,'38648721277028,value,pt-PT,,,"gid://shopify/MediaImage/26973712089188",""
METAFIELD,'38648788385892,value,pt-PT,,,"pacco","bolsa"
METAFIELD,'38648788418660,value,pt-PT,,,"[""Brown"",""White"",""Beige"",""Blue""]","[""Marrom"",""Branco"",""Brinde"",""Azul""]"
METAFIELD,'38648788484196,value,pt-PT,,,"gid://shopify/MediaImage/26914315337828",""
METAFIELD,'38648927387748,value,pt-PT,,,"volt","voltar"
METAFIELD,'38648927420516,value,pt-PT,,,"[""Yellow"",""Pink"",""Gray"",""Blue""]","[""Amarelo"",""Rosa"",""Cinza"",""Azul""]"
METAFIELD,'38648927453284,value,pt-PT,,,"gid://shopify/MediaImage/27021464010852",""
METAFIELD,'38648927486052,value,pt-PT,,,"[""Collar""]","[""Colar""]"
METAFIELD,'38649003475044,value,pt-PT,,,"volt","voltar"
METAFIELD,'38649003507812,value,pt-PT,,,"[""Blue"",""Yellow"",""Gray"",""Pink""]","[""Azul"",""Amarelo"",""Cinza"",""Rosa""]"
METAFIELD,'38649003540580,value,pt-PT,,,"gid://shopify/MediaImage/26914334015588",""
METAFIELD,'38649003573348,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38649091981412,value,pt-PT,,,"volt","voltar"
METAFIELD,'38649092014180,value,pt-PT,,,"[""Yellow"",""Gray"",""Blue"",""Pink""]","[""Amarelo"",""Cinza"",""Azul"",""Róseo""]"
METAFIELD,'38649092046948,value,pt-PT,,,"gid://shopify/MediaImage/26914339717220",""
METAFIELD,'38649179144292,value,pt-PT,,,"volt","voltar"
METAFIELD,'38649179177060,value,pt-PT,,,"[""Yellow"",""Blue"",""Pink"",""Gray""]","[""Amarelo"",""Azul"",""Rosa"",""Cinza""]"
METAFIELD,'38649179209828,value,pt-PT,,,"gid://shopify/MediaImage/26914347941988",""
METAFIELD,'38649265848420,value,pt-PT,,,"volt","voltar"
METAFIELD,'38649265881188,value,pt-PT,,,"[""Pink"",""Gray"",""Yellow"",""Blue""]","[""Rosa"",""Cinza"",""Amarelo"",""Azul""]"
METAFIELD,'38649265913956,value,pt-PT,,,"gid://shopify/MediaImage/26914354233444",""
METAFIELD,'38649366413412,value,pt-PT,,,"cinnamon","canela"
METAFIELD,'38649366478948,value,pt-PT,,,"[""Pink"",""Purple""]","[""Rósa"",""Anil""]"
METAFIELD,'38649366544484,value,pt-PT,,,"gid://shopify/MediaImage/26914364293220",""
METAFIELD,'38649366610020,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38649456001124,value,pt-PT,,,"boogie","""boogie"" // Sem mudanças, pois não há texto humano para ser traduzido."
METAFIELD,'38649456033892,value,pt-PT,,,"[""Green"",""Gray"",""Purple"",""Beige""]","[""Verde"",""cinza"",""Roxo"",""Branco""]"
METAFIELD,'38649456066660,value,pt-PT,,,"gid://shopify/MediaImage/26914369437796",""
METAFIELD,'38649456099428,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38649545556068,value,pt-PT,,,"jumper","camisola"
METAFIELD,'38649545588836,value,pt-PT,,,"[""Orange"",""Green"",""Blue"",""Yellow""]","[""Laranja"",""Verde"",""Azul"",""Amarelo""]"
METAFIELD,'38649545687140,value,pt-PT,,,"gid://shopify/MediaImage/26914376319076",""
METAFIELD,'38649545752676,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38649624592484,value,pt-PT,,,"army green","verde do exército"
METAFIELD,'38649624658020,value,pt-PT,,,"[""Green""]","[""Verde""]"
METAFIELD,'38649624723556,value,pt-PT,,,"gid://shopify/MediaImage/26914384380004",""
METAFIELD,'38649726697572,value,pt-PT,,,"neon coral","ver neon coral"
METAFIELD,'38649726795876,value,pt-PT,,,"[""Pink""]","[""Rósa""]"
METAFIELD,'38649726828644,value,pt-PT,,,"gid://shopify/MediaImage/26914390671460",""
METAFIELD,'38649780600932,value,pt-PT,,,"bordeau","bordeaux"
METAFIELD,'38649780699236,value,pt-PT,,,"[""Red""]","[""Vermelho""]"
METAFIELD,'38649780797540,value,pt-PT,,,"gid://shopify/MediaImage/26914398928996",""
METAFIELD,'38649927434340,value,pt-PT,,,"cinnamon","canela"
METAFIELD,'38649927467108,value,pt-PT,,,"[""Pink"",""Orange"",""Beige"",""Purple""]","[""Rosado"",""Laranja"",""Branco"",""Roxo""]"
METAFIELD,'38649927499876,value,pt-PT,,,"gid://shopify/MediaImage/26914408300644",""
METAFIELD,'38650228342884,value,pt-PT,,,"boogie","""boogie"" // Sem mudanças, pois não há texto humano para ser traduzido."
METAFIELD,'38650228375652,value,pt-PT,,,"[""Purple"",""Green"",""Beige""]","[""Roxo"",""Verde"",""Branco""]"
METAFIELD,'38650228408420,value,pt-PT,,,"gid://shopify/MediaImage/26914427568228",""
METAFIELD,'38650335920228,value,pt-PT,,,"jumper","camisola"
METAFIELD,'38650335952996,value,pt-PT,,,"[""Yellow"",""Orange"",""Green""]","[""Amarelo"",""Laranjado"",""Verde""]"
METAFIELD,'38650335985764,value,pt-PT,,,"gid://shopify/Video/26914431959140",""
METAFIELD,'38651234615396,value,pt-PT,,,"candy","sorvete"
METAFIELD,'38651234648164,value,pt-PT,,,"[""Purple"",""Pink"",""Beige"",""Blue""]","[""Roxo"",""Rosado"",""Branco Creme"",""Azul""]"
METAFIELD,'38651234680932,value,pt-PT,,,"gid://shopify/MediaImage/26914512175204",""
METAFIELD,'38651268759652,value,pt-PT,,,"pacco","bolsa"
METAFIELD,'38651268792420,value,pt-PT,,,"[""Green"",""White"",""Beige""]","[""Verde"",""Branco"",""Brinde""]"
METAFIELD,'38651268825188,value,pt-PT,,,"gid://shopify/MediaImage/26914518270052",""
METAFIELD,'38651348811876,value,pt-PT,,,"volt","voltar"
METAFIELD,'38651348844644,value,pt-PT,,,"[""Yellow"",""Blue"",""Pink""]","[""Amarelo"",""Azul"",""Rosa""]"
METAFIELD,'38651348877412,value,pt-PT,,,"gid://shopify/MediaImage/26914525249636",""
METAFIELD,'38651501543524,value,pt-PT,,,"silver","prata"
METAFIELD,'38651501576292,value,pt-PT,,,"gid://shopify/MediaImage/26914534555748",""
METAFIELD,'38651562328164,value,pt-PT,,,"black","preto"
METAFIELD,'38651562360932,value,pt-PT,,,"[""Black""]","[""Preto""]"
METAFIELD,'38651562393700,value,pt-PT,,,"gid://shopify/MediaImage/26914539667556",""
METAFIELD,'38651638055012,value,pt-PT,,,"jupiter","jupiter"
METAFIELD,'38651638087780,value,pt-PT,,,"[""Blue"",""Gray"",""Black""]","[""Azul"",""Cinza"",""Preto""]"
METAFIELD,'38651638153316,value,pt-PT,,,"gid://shopify/MediaImage/26914548875364",""
METAFIELD,'38651660042340,value,pt-PT,,,"[""gid://shopify/MediaImage/26914552938596"",""gid://shopify/MediaImage/26914552971364"",""gid://shopify/MediaImage/26914552873060"",""gid://shopify/MediaImage/26914552905828""]",""
METAFIELD,'38651731640420,value,pt-PT,,,"tango","tango"
METAFIELD,'38651731673188,value,pt-PT,,,"[""Pink"",""Black"",""Gray""]","[""Rosa"",""Preto"",""Cinza""]"
METAFIELD,'38651731705956,value,pt-PT,,,"gid://shopify/MediaImage/26914559000676",""
METAFIELD,'38651731738724,value,pt-PT,,,"[""gid://shopify/MediaImage/26914561261668"",""gid://shopify/MediaImage/26914561294436"",""gid://shopify/MediaImage/26914561228900"",""gid://shopify/MediaImage/26914561196132""]",""
METAFIELD,'38651863629924,value,pt-PT,,,"citrus","laranjas"
METAFIELD,'38651863662692,value,pt-PT,,,"[""Pink"",""Black""]","[""Rosa"",""Preto""]"
METAFIELD,'38651863695460,value,pt-PT,,,"gid://shopify/MediaImage/26914568503396",""
METAFIELD,'38651863728228,value,pt-PT,,,"[""gid://shopify/MediaImage/26914571157604"",""gid://shopify/MediaImage/26914571124836"",""gid://shopify/MediaImage/26914571026532""]",""
METAFIELD,'38651973795940,value,pt-PT,,,"mint","menta"
METAFIELD,'38651973828708,value,pt-PT,,,"[""Blue"",""Black""]","[""Azul"",""Preto""]"
METAFIELD,'38651973861476,value,pt-PT,,,"gid://shopify/MediaImage/26914577514596",""
METAFIELD,'38651973894244,value,pt-PT,,,"[""gid://shopify/MediaImage/26914579284068"",""gid://shopify/MediaImage/26914579316836"",""gid://shopify/MediaImage/26914579152996"",""gid://shopify/MediaImage/26914579185764""]",""
METAFIELD,'38652088221796,value,pt-PT,,,"mint","menta"
METAFIELD,'38652088254564,value,pt-PT,,,"[""Green"",""Black""]","[""Verde"",""Preto""]"
METAFIELD,'38652088287332,value,pt-PT,,,"gid://shopify/MediaImage/26914586198116",""
METAFIELD,'38652149694564,value,pt-PT,,,"citrus","laranjas"
METAFIELD,'38652149727332,value,pt-PT,,,"[""Pink""]","[""Rósa""]"
METAFIELD,'38652149760100,value,pt-PT,,,"gid://shopify/MediaImage/26914593210468",""
METAFIELD,'38652248162404,value,pt-PT,,,"pink light","rosa claro"
METAFIELD,'38652248195172,value,pt-PT,,,"[""Pink""]","[""Rósa""]"
METAFIELD,'38652248227940,value,pt-PT,,,"gid://shopify/MediaImage/26914601042020",""
METAFIELD,'38652309274724,value,pt-PT,,,"scratcher refill","abastecimento de scratcher"
METAFIELD,'38652309340260,value,pt-PT,,,"[""Brown""]","[""Marrom""]"
METAFIELD,'38652309373028,value,pt-PT,,,"gid://shopify/MediaImage/26914610053220",""
METAFIELD,'38652409020516,value,pt-PT,,,"polo","camisola"
METAFIELD,'38652409086052,value,pt-PT,,,"[""Green"",""Blue"",""Orange"",""Gray""]","[""Verde"",""Azul"",""Laranja"",""Cinza""]"
METAFIELD,'38652409151588,value,pt-PT,,,"gid://shopify/MediaImage/26914621620324",""
METAFIELD,'38652466135140,value,pt-PT,,,"terracotta","terracota"
METAFIELD,'38652466167908,value,pt-PT,,,"[""Orange"",""Black"",""Green""]","[""Laranja"",""Preto"",""Verde""]"
METAFIELD,'38652466200676,value,pt-PT,,,"gid://shopify/MediaImage/26914630959204",""
METAFIELD,'38652497690724,value,pt-PT,,,"kombucha","""kombucha"" // Translation: ""kombucha"" (pt-PT)"
METAFIELD,'38652497723492,value,pt-PT,,,"[""Black"",""Gray"",""Blue"",""Pink""]","[""Preto"",""Cinza"",""Azul"",""Rosado""]"
METAFIELD,'38652497756260,value,pt-PT,,,"gid://shopify/MediaImage/26914637447268",""
METAFIELD,'38652562997348,value,pt-PT,,,"polo","camisola"
METAFIELD,'38652563030116,value,pt-PT,,,"[""Blue"",""Yellow""]","[""Azul"",""Amarelo""]"
METAFIELD,'38652563062884,value,pt-PT,,,"gid://shopify/MediaImage/26914647670884",""
METAFIELD,'38652612477028,value,pt-PT,,,"terracotta","terracota"
METAFIELD,'38652612509796,value,pt-PT,,,"[""Green"",""Orange"",""Black""]","[""Verde"",""Laranja"",""Preto""]"
METAFIELD,'38652612542564,value,pt-PT,,,"gid://shopify/MediaImage/26914655404132",""
METAFIELD,'38652645113956,value,pt-PT,,,"kombucha","""kombucha"" // Translation: ""kombucha"" (pt-PT)"
METAFIELD,'38652645146724,value,pt-PT,,,"[""Pink"",""Blue""]","[""Rosado"",""Azul""]"
METAFIELD,'38652645179492,value,pt-PT,,,"gid://shopify/MediaImage/26914663628900",""
METAFIELD,'38652787425380,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38652787490916,value,pt-PT,,,"[""Green"",""White"",""Red""]","[""Verde"",""Branco"",""Vermelho""]"
METAFIELD,'38652787523684,value,pt-PT,,,"gid://shopify/MediaImage/26914678046820",""
METAFIELD,'38652787556452,value,pt-PT,,,"[""gid://shopify/MediaImage/26914680176740"",""gid://shopify/MediaImage/26914680209508"",""gid://shopify/MediaImage/26914680242276"",""gid://shopify/MediaImage/26914680275044"",""gid://shopify/MediaImage/26914681978980"",""gid://shopify/MediaImage/26914681946212"",""gid://shopify/MediaImage/26914681913444"",""gid://shopify/MediaImage/26914681880676"",""gid://shopify/MediaImage/26914681847908"",""gid://shopify/MediaImage/26914680340580""]",""
METAFIELD,'38652787589220,value,pt-PT,,,"[""Collar""]","[""Colar""]"
METAFIELD,'38652879732836,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38652879765604,value,pt-PT,,,"[""Green"",""Black"",""Red""]","[""Verde"",""Preto"",""Vermelho""]"
METAFIELD,'38652879798372,value,pt-PT,,,"gid://shopify/MediaImage/26914690662500",""
METAFIELD,'38652879831140,value,pt-PT,,,"[""gid://shopify/MediaImage/26914692530276"",""gid://shopify/MediaImage/26914692464740"",""gid://shopify/MediaImage/26914692431972"",""gid://shopify/MediaImage/26914692563044"",""gid://shopify/MediaImage/26914692399204"",""gid://shopify/MediaImage/26914693906532"",""gid://shopify/MediaImage/26914693775460"",""gid://shopify/MediaImage/26914693808228"",""gid://shopify/MediaImage/26914693840996"",""gid://shopify/MediaImage/26914693873764""]",""
METAFIELD,'38652879863908,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38652985507940,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38652985606244,value,pt-PT,,,"[""Green"",""White"",""Red""]","[""Verde"",""Branco"",""Vermelho""]"
METAFIELD,'38652985671780,value,pt-PT,,,"gid://shopify/MediaImage/26914698362980",""
METAFIELD,'38652985770084,value,pt-PT,,,"[""gid://shopify/MediaImage/26914699837540"",""gid://shopify/MediaImage/26914699739236"",""gid://shopify/MediaImage/26914699706468"",""gid://shopify/MediaImage/26914699804772"",""gid://shopify/MediaImage/26914699772004"",""gid://shopify/MediaImage/26914700329060"",""gid://shopify/MediaImage/26914700263524"",""gid://shopify/MediaImage/26914700361828"",""gid://shopify/MediaImage/26914700394596"",""gid://shopify/MediaImage/26914700296292""]",""
METAFIELD,'38653068869732,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38653068902500,value,pt-PT,,,"[""Green"",""Red"",""White""]","[""Verde"",""Vermelho"",""Branco""]"
METAFIELD,'38653068935268,value,pt-PT,,,"gid://shopify/MediaImage/26914704949348",""
METAFIELD,'38653068968036,value,pt-PT,,,"[""gid://shopify/MediaImage/26914700394596"",""gid://shopify/MediaImage/26914699804772"",""gid://shopify/MediaImage/26914699837540"",""gid://shopify/MediaImage/26914700263524"",""gid://shopify/MediaImage/26914700296292"",""gid://shopify/MediaImage/26914700329060"",""gid://shopify/MediaImage/26914700361828"",""gid://shopify/MediaImage/26914699772004"",""gid://shopify/MediaImage/26914699739236"",""gid://shopify/MediaImage/26914699706468""]",""
METAFIELD,'38653149806692,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38653149839460,value,pt-PT,,,"[""Red"",""White"",""Green""]","[""Vermelho"",""Branco"",""Verde""]"
METAFIELD,'38653149872228,value,pt-PT,,,"gid://shopify/MediaImage/26914711404644",""
METAFIELD,'38653149904996,value,pt-PT,,,"[""gid://shopify/MediaImage/26914700394596"",""gid://shopify/MediaImage/26914700361828"",""gid://shopify/MediaImage/26914700329060"",""gid://shopify/MediaImage/26914699772004"",""gid://shopify/MediaImage/26914699804772"",""gid://shopify/MediaImage/26914699837540"",""gid://shopify/MediaImage/26914700263524"",""gid://shopify/MediaImage/26914700296292"",""gid://shopify/MediaImage/26914699706468""]",""
METAFIELD,'38653277208676,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38653277241444,value,pt-PT,,,"[""Red"",""Black""]","[""Vermelho"",""Preto""]"
METAFIELD,'38653277274212,value,pt-PT,,,"gid://shopify/MediaImage/26914718515300",""
METAFIELD,'38653277306980,value,pt-PT,,,"[""gid://shopify/MediaImage/26914720350308"",""gid://shopify/MediaImage/26914720710756""]",""
METAFIELD,'38653277339748,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38653346971748,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38653347070052,value,pt-PT,,,"[""Green""]","[""Verde""]"
METAFIELD,'38653347496036,value,pt-PT,,,"gid://shopify/MediaImage/26914725298276",""
METAFIELD,'38653347594340,value,pt-PT,,,"[""gid://shopify/MediaImage/26914726576228"",""gid://shopify/MediaImage/26914726543460""]",""
METAFIELD,'38653403234404,value,pt-PT,,,"Hawkins Stranger Things","Hawkins Estranho Coisas"
METAFIELD,'38653403299940,value,pt-PT,,,"[""Green"",""Red"",""White""]","[""Verde"",""Vermelho"",""Branco""]"
METAFIELD,'38653403332708,value,pt-PT,,,"gid://shopify/MediaImage/26914731229284",""
METAFIELD,'38653501440100,value,pt-PT,,,"waffle","biscoito de batata frita"
METAFIELD,'38653501505636,value,pt-PT,,,"[""Yellow""]","[""Amarelo""]"
METAFIELD,'38653501538404,value,pt-PT,,,"gid://shopify/MediaImage/26914739257444",""
METAFIELD,'38653501603940,value,pt-PT,,,"[""gid://shopify/MediaImage/26914740797540"",""gid://shopify/MediaImage/26914740764772""]",""
METAFIELD,'38653593780324,value,pt-PT,,,"demogorgon","demogorgão"
METAFIELD,'38653593845860,value,pt-PT,,,"[""Beige"",""Red""]","[""Branco"",""Vermelho""]"
METAFIELD,'38653593878628,value,pt-PT,,,"gid://shopify/MediaImage/26914745385060",""
METAFIELD,'38653593911396,value,pt-PT,,,"[""gid://shopify/MediaImage/26914746990692"",""gid://shopify/MediaImage/26914746892388""]",""
METAFIELD,'38653675012196,value,pt-PT,,,"walkie talkie","""walkie talkie""
Transformaçaão: ""walkie talkie"" → ""walkie talkie"" (português europeu - pt-PT)"
METAFIELD,'38653675110500,value,pt-PT,,,"[""Black""]","[""Preto""]"
METAFIELD,'38653675143268,value,pt-PT,,,"gid://shopify/MediaImage/26914752954468",""
METAFIELD,'38653675176036,value,pt-PT,,,"[""gid://shopify/MediaImage/26914753773668"",""gid://shopify/MediaImage/26914753740900""]",""
METAFIELD,'38653857267812,value,pt-PT,,,"prisma","colar"
METAFIELD,'38653857300580,value,pt-PT,,,"[""Blue"",""Black"",""White"",""Yellow"",""Orange"",""Red""]","[""Azul"",""Preto"",""Branco"",""Amarelo"",""Laranja"",""Vermelho""]"
METAFIELD,'38653857333348,value,pt-PT,,,"gid://shopify/MediaImage/26914765340772",""
METAFIELD,'38653857366116,value,pt-PT,,,"[""gid://shopify/MediaImage/26914766684260"",""gid://shopify/MediaImage/26914766717028"",""gid://shopify/MediaImage/26914766749796"",""gid://shopify/MediaImage/26914767339620"",""gid://shopify/MediaImage/26914767372388"",""gid://shopify/MediaImage/26914767405156""]",""
METAFIELD,'38653857398884,value,pt-PT,,,"[""Collar""]","[""Colar""]"
METAFIELD,'38654021369956,value,pt-PT,,,"prisma","colar"
METAFIELD,'38654021402724,value,pt-PT,,,"[""Red"",""Black"",""Orange"",""White"",""Yellow"",""Blue""]","[""Vermelho"",""Preto"",""Laranja"",""Branco"",""Amarelo"",""Azul""]"
METAFIELD,'38654021435492,value,pt-PT,,,"[""gid://shopify/MediaImage/26914778349668"",""gid://shopify/MediaImage/26914778415204"",""gid://shopify/MediaImage/26914778382436"",""gid://shopify/MediaImage/26914778710116"",""gid://shopify/MediaImage/26914778677348"",""gid://shopify/MediaImage/26914778742884""]",""
METAFIELD,'38654021468260,value,pt-PT,,,"[""Leash""]","[""Fita""]"
METAFIELD,'38654117904484,value,pt-PT,,,"prisma","colar"
METAFIELD,'38654117937252,value,pt-PT,,,"[""Yellow"",""Blue"",""White"",""Orange"",""Black"",""Red""]","[""Amarelo"",""Azul"",""Branco"",""Laranja"",""Preto"",""Vermelho""]"
METAFIELD,'38654117970020,value,pt-PT,,,"gid://shopify/MediaImage/26914784084068",""
METAFIELD,'38654118002788,value,pt-PT,,,"[""gid://shopify/Video/26914783985764"",""gid://shopify/MediaImage/26914785558628"",""gid://shopify/MediaImage/26914785656932"",""gid://shopify/MediaImage/26914785624164"",""gid://shopify/MediaImage/26914786181220"",""gid://shopify/MediaImage/26914786213988"",""gid://shopify/MediaImage/26914786246756""]",""
METAFIELD,'38654346199140,value,pt-PT,,,"prisma","colar"
METAFIELD,'38654346231908,value,pt-PT,,,"[""Yellow"",""Blue"",""White"",""Orange"",""Black"",""Red""]","[""Amarelo"",""Azul"",""Branco"",""Laranja"",""Preto"",""Vermelho""]"
METAFIELD,'38654346264676,value,pt-PT,,,"gid://shopify/MediaImage/26914802368612",""
METAFIELD,'38654466556004,value,pt-PT,,,"prisma","colar"
METAFIELD,'38654466588772,value,pt-PT,,,"[""Yellow"",""Blue"",""White"",""Orange"",""Black"",""Pink"",""Red""]","[""Amarelo"",""Azul"",""Branco"",""Laranja"",""Preto"",""Rósa"",""Vermelho""]"
METAFIELD,'38654466621540,value,pt-PT,,,"gid://shopify/MediaImage/26914808725604",""
METAFIELD,'38654466654308,value,pt-PT,,,"[""gid://shopify/MediaImage/26914810789988"",""gid://shopify/MediaImage/26914810855524"",""gid://shopify/MediaImage/26914810822756"",""gid://shopify/MediaImage/26914810724452"",""gid://shopify/MediaImage/26914811740260"",""gid://shopify/MediaImage/26914811904100"",""gid://shopify/MediaImage/26914811773028"",""gid://shopify/MediaImage/26914811936868""]",""
